Year,Month,Inv Date,Customer Number,Product Line,Item Number,Qty Shipped,Net Sales,Net Price,COGS,gross_profit,sales,year_month,item_name,region_name,Gross Margin
2021,8,2021-08-20,4,99,4526250573,86,28914.92,336.22,9370,19544.92,28914.92,2021-08,4526250573,South,0.6759458438757568
2023,2,2023-02-27,9,96,9147721352,76,39077.68,514.18,7915,31162.68,39077.68,2023-02,9147721352,South,0.7974547107197766
2022,11,2022-11-11,9,40,8758099663,97,48161.47,496.51,16777,31384.47,48161.47,2022-11,8758099663,West,0.6516509981941997
2021,9,2021-09-22,9,269,7591101241,40,12697.2,317.43,3802,8895.2,12697.2,2021-09,7591101241,West,0.700563903852818
2021,5,2021-05-05,9,102,8417635210,99,70703.82,714.18,21104,49599.82000000001,70703.82,2021-05,8417635210,West,0.7015154202417918
2022,2,2022-02-21,9,169,8253774265,38,28181.56,741.62,7437,20744.56,28181.56,2022-02,8253774265,North,0.7361040339853436
2023,3,2023-03-24,9,121,4781755141,38,4665.26,122.77,1094,3571.26,4665.26,2023-03,4781755141,North,0.7655007437956298
2023,7,2023-07-12,9,222,3764663470,5,2120.95,424.19,736,1384.9499999999998,2120.95,2023-07,3764663470,West,0.6529856903745963
2023,7,2023-07-21,9,218,8286812934,67,54148.73,808.19,12044,42104.73,54148.73,2023-07,8286812934,West,0.7775755774881516
2023,11,2023-11-10,9,52,170322209,74,65182.16,880.84,13143,52039.16,65182.16,2023-11,170322209,West,0.7983650741245765
2022,6,2022-06-15,9,110,7699122609,67,9127.41,136.23,1930,7197.41,9127.41,2022-06,7699122609,East,0.7885489969224566
2023,10,2023-10-10,9,92,7990175069,45,3154.95,70.11,1049,2105.95,3154.95,2023-10,7990175069,South,0.6675066165866337
2022,12,2022-12-03,9,133,5388465396,2,958.06,479.03,286,672.06,958.06,2022-12,5388465396,North,0.7014800743168487
2022,1,2022-01-03,9,16,9689930186,81,2954.88,36.48,859,2095.88,2954.88,2022-01,9689930186,West,0.7092944552739875
2021,7,2021-07-03,9,69,6623111490,51,27415.56,537.56,5684,21731.56,27415.56,2021-07,6623111490,West,0.7926724823421444
2022,5,2022-05-21,9,246,8738997999,26,17252.3,663.55,4146,13106.3,17252.3,2022-05,8738997999,East,0.7596842160175744
2022,1,2022-01-20,9,265,7047222108,98,89290.74,911.13,27647,61643.740000000005,89290.74,2022-01,7047222108,North,0.6903710283955536
2023,6,2023-06-10,9,227,6614544668,31,13573.04,437.84,3718,9855.04,13573.04,2023-06,6614544668,West,0.726074630296529
2022,4,2022-04-05,9,204,5365296873,76,11706.28,154.03,2857,8849.28,11706.28,2022-04,5365296873,South,0.7559429639475563
2022,7,2022-07-22,9,119,3097360230,75,62079.75,827.73,20813,41266.75,62079.75,2022-07,3097360230,South,0.6647376962697176
2021,7,2021-07-09,9,205,7671922969,23,2519.65,109.55,593,1926.65,2519.65,2021-07,7671922969,South,0.7646498521620066
2022,4,2022-04-10,9,216,1767896916,58,19345.32,333.54,3975,15370.32,19345.32,2022-04,1767896916,West,0.7945239468770742
2023,3,2023-03-11,9,221,3462811728,61,35763.08,586.28,9692,26071.08,35763.08,2023-03,3462811728,West,0.7289942588837427
2022,2,2022-02-10,9,11,2494622407,98,52634.82,537.09,17091,35543.82,52634.82,2022-02,2494622407,East,0.6752909955804921
2021,12,2021-12-20,9,239,2475928378,21,7650.72,364.32,2371,5279.72,7650.72,2021-12,2475928378,North,0.6900945270510488
2022,6,2022-06-01,9,171,493240694,81,40994.91,506.11,12242,28752.910000000003,40994.91,2022-06,493240694,North,0.7013775612630935
2023,1,2023-01-02,9,85,1115970943,57,49171.05,862.65,16200,32971.05,49171.05,2023-01,1115970943,West,0.67053784696483
2023,5,2023-05-23,9,292,3308555856,81,21943.71,270.91,5097,16846.71,21943.71,2023-05,3308555856,North,0.7677238716698316
2022,9,2022-09-09,9,73,1836415485,27,3678.75,136.25,1226,2452.75,3678.75,2022-09,1836415485,East,0.6667346245327896
2022,1,2022-01-13,9,27,6721350935,88,37862.88,430.26,10140,27722.879999999997,37862.88,2022-01,6721350935,North,0.7321915290120561
2021,3,2021-03-18,9,110,2513277367,100,73536.0,735.36,15300,58236.0,73536.0,2021-03,2513277367,North,0.7919386422976501
2021,4,2021-04-22,13,243,949707408,65,42738.15,657.51,10219,32519.15,42738.15,2021-04,949707408,North,0.7608927854855674
2021,1,2021-01-27,13,205,631767002,41,14955.16,364.76,5198,9757.16,14955.16,2021-01,631767002,South,0.6524276570762199
2021,7,2021-07-21,13,19,2870571090,76,33926.4,446.4,8404,25522.4,33926.4,2021-07,2870571090,West,0.7522873042822109
2022,5,2022-05-08,13,129,6779937181,8,658.96,82.37,160,498.96000000000004,658.96,2022-05,6779937181,South,0.7571931528469102
2021,4,2021-04-02,13,253,1472886855,71,29362.76,413.56,10207,19155.76,29362.76,2021-04,1472886855,East,0.6523828141496235
2021,11,2021-11-20,13,247,7792486389,10,599.7,59.97,142,457.70000000000005,599.7,2021-11,7792486389,South,0.7632149408037352
2021,1,2021-01-23,13,246,3918693536,28,16615.48,593.41,3850,12765.48,16615.48,2021-01,3918693536,South,0.7682883672334474
2022,11,2022-11-09,13,23,7228210522,25,20783.25,831.33,6581,14202.25,20783.25,2022-11,7228210522,South,0.683350775263734
2021,6,2021-06-09,13,245,2175072716,43,41663.13,968.91,8853,32810.13,41663.13,2021-06,2175072716,North,0.7875099638457312
2021,5,2021-05-12,13,200,2947160045,33,24281.07,735.79,7164,17117.07,24281.07,2021-05,2947160045,South,0.7049553417538849
2022,6,2022-06-20,13,125,2944810463,20,2947.6,147.38,645,2302.6,2947.6,2022-06,2944810463,South,0.7811779074501289
2022,6,2022-06-17,13,167,6685556381,7,1504.51,214.93,460,1044.51,1504.51,2022-06,6685556381,South,0.6942526138078178
2021,9,2021-09-12,13,63,6865789704,4,352.04,88.01,109,243.04000000000002,352.04,2021-09,6865789704,West,0.6903760936257244
2022,10,2022-10-07,13,278,9185713499,87,1700.85,19.55,466,1234.85,1700.85,2022-10,9185713499,East,0.7260193432695417
2021,2,2021-02-09,13,81,7646478548,1,460.24,460.24,145,315.24,460.24,2021-02,7646478548,North,0.6849469841821658
2022,9,2022-09-16,13,59,1804303154,96,69710.4,726.15,18040,51670.399999999994,69710.4,2022-09,1804303154,South,0.7412150841194427
2021,8,2021-08-01,13,122,1767507572,13,1307.8,100.6,377,930.8,1307.8,2021-08,1767507572,East,0.7117296222664016
2023,2,2023-02-25,13,192,6069185905,94,68152.82,725.03,22861,45291.82000000001,68152.82,2023-02,6069185905,North,0.6645626696004656
2023,7,2023-07-10,13,13,7637139312,31,27708.73,893.83,8771,18937.73,27708.73,2023-07,7637139312,West,0.6834571631395593
2022,9,2022-09-16,13,106,2978858186,80,73949.6,924.37,15108,58841.600000000006,73949.6,2022-09,2978858186,South,0.7956986920821749
2023,6,2023-06-12,13,105,7322563818,5,2992.75,598.55,989,2003.75,2992.75,2023-06,7322563818,North,0.6695347088797928
2022,8,2022-08-24,13,60,7757868508,39,16661.97,427.23,5104,11557.970000000001,16661.97,2022-08,7757868508,East,0.6936736772422469
2021,9,2021-09-12,13,233,7418817507,98,28209.3,287.85,6007,22202.3,28209.3,2021-09,7418817507,West,0.7870560418018171
2022,9,2022-09-01,13,26,2004951375,100,20064.0,200.64,5885,14179.0,20064.0,2022-09,2004951375,East,0.7066885964912281
2023,10,2023-10-05,13,90,4134776847,84,2899.68,34.52,774,2125.68,2899.68,2023-10,4134776847,South,0.7330739943717928
2022,4,2022-04-03,13,41,9863587783,45,3742.65,83.17,961,2781.65,3742.65,2022-04,9863587783,West,0.7432300642592815
2023,11,2023-11-16,13,294,3650711379,64,1492.48,23.32,335,1157.48,1492.48,2023-11,3650711379,West,0.7755413807890223
2022,12,2022-12-19,13,201,9729232156,91,76511.89,840.79,17672,58839.89,76511.89,2022-12,9729232156,West,0.7690293626258612
2022,10,2022-10-14,13,30,2472684281,56,12275.2,219.2,3984,8291.2,12275.2,2022-10,2472684281,East,0.6754431699687174
2023,6,2023-06-02,13,235,7009327093,89,28343.83,318.47,7588,20755.83,28343.83,2023-06,7009327093,North,0.7322874149329854
2021,7,2021-07-15,10,117,6147251540,84,55871.76,665.14,17895,37976.76,55871.76,2021-07,6147251540,North,0.6797129712756498
2021,6,2021-06-01,10,207,6418534130,11,2818.97,256.27,909,1909.9699999999998,2818.97,2021-06,6418534130,South,0.67754179718124
2023,12,2023-12-26,10,291,8681124781,72,22240.8,308.9,7422,14818.8,22240.8,2023-12,8681124781,North,0.6662889824107047
2022,1,2022-01-06,10,118,1025096629,33,16291.11,493.67,3775,12516.11,16291.11,2022-01,1025096629,East,0.7682785273686078
2022,5,2022-05-12,10,12,1847707911,20,8462.8,423.14,1752,6710.799999999999,8462.8,2022-05,1847707911,North,0.7929763198941249
2021,11,2021-11-17,10,69,1072320751,30,13982.1,466.07,4355,9627.1,13982.1,2021-11,1072320751,South,0.6885303352143097
2023,12,2023-12-08,10,202,6892499619,95,18124.1,190.78,4480,13644.099999999999,18124.1,2023-12,6892499619,East,0.7528153122086062
2022,11,2022-11-12,10,90,8691401126,82,34886.08,425.44,7546,27340.08,34886.08,2022-11,8691401126,West,0.7836959612544603
2021,9,2021-09-17,10,102,870548657,90,55195.2,613.28,14195,41000.2,55195.2,2021-09,870548657,North,0.7428218395802534
2023,5,2023-05-11,10,109,2037435786,16,1148.32,71.77,237,911.3199999999999,1148.32,2023-05,2037435786,East,0.7936115368538387
2022,9,2022-09-01,10,15,3980025023,40,20584.0,514.6,5283,15301.0,20584.0,2022-09,3980025023,North,0.7433443451224252
2023,1,2023-01-11,10,70,9405650846,79,39186.37,496.03,11390,27796.370000000003,39186.37,2023-01,9405650846,East,0.7093377110459581
2022,2,2022-02-03,10,72,478155260,68,59837.28,879.96,14218,45619.28,59837.28,2022-02,478155260,West,0.7623889321172352
2021,5,2021-05-09,10,147,3134846796,45,20585.25,457.45,7008,13577.25,20585.25,2021-05,3134846796,North,0.6595620650708639
2021,1,2021-01-19,10,136,5823428672,46,6091.32,132.42,1931,4160.32,6091.32,2021-01,5823428672,East,0.6829915354964112
2021,11,2021-11-21,10,254,5767624478,39,13740.87,352.33,2856,10884.87,13740.87,2021-11,5767624478,East,0.7921528986155899
2023,8,2023-08-20,10,238,5923559130,13,2126.54,163.58,546,1580.54,2126.54,2023-08,5923559130,West,0.7432448954639932
2021,5,2021-05-18,10,169,1186461150,63,3846.15,61.05,833,3013.15,3846.15,2021-05,1186461150,North,0.7834197834197835
2023,12,2023-12-05,10,235,8930172077,86,34185.86,397.51,8735,25450.86,34185.86,2023-12,8930172077,North,0.7444850005236083
2021,9,2021-09-28,10,29,586130545,5,2542.4,508.48,769,1773.4,2542.4,2021-09,586130545,West,0.6975298930144745
2022,10,2022-10-12,10,59,3501144763,82,66469.2,810.6,22527,43942.2,66469.2,2022-10,3501144763,South,0.6610911519922009
2022,9,2022-09-05,10,96,2649196734,72,45334.08,629.64,12804,32530.08,45334.08,2022-09,2649196734,South,0.7175634754251107
2023,10,2023-10-28,10,213,7001933094,61,25176.53,412.73,7979,17197.53,25176.53,2023-10,7001933094,South,0.6830778506807729
2021,2,2021-02-06,10,113,8972687718,2,1983.9,991.95,396,1587.9,1983.9,2021-02,8972687718,North,0.8003931649780734
2022,3,2022-03-15,10,133,1479483040,19,7429.57,391.03,2104,5325.57,7429.57,2022-03,1479483040,West,0.7168072984035415
2021,2,2021-02-19,10,88,1977352352,33,7935.18,240.46,2688,5247.18,7935.18,2021-02,1977352352,East,0.6612553212403499
2021,2,2021-02-04,10,161,6536718515,4,3628.16,907.04,847,2781.16,3628.16,2021-02,6536718515,South,0.7665483330393368
2022,10,2022-10-07,10,69,7735630692,32,22417.28,700.54,4842,17575.28,22417.28,2022-10,7735630692,South,0.7840059097267822
2021,10,2021-10-05,10,232,327866212,57,22156.47,388.71,5001,17155.47,22156.47,2021-10,327866212,North,0.774287149532394
2023,10,2023-10-06,10,210,5887577238,57,5081.55,89.15,1692,3389.55,5081.55,2023-10,5887577238,East,0.667030728813059
2023,10,2023-10-20,5,220,5645037267,47,4175.01,88.83,1391,2784.01,4175.01,2023-10,5645037267,North,0.6668271453242028
2022,9,2022-09-11,5,204,5346191622,39,20921.55,536.45,4512,16409.55,20921.55,2022-09,5346191622,West,0.7843372025495243
2023,11,2023-11-27,5,261,6087738457,3,1150.17,383.39,379,771.1700000000001,1150.17,2023-11,6087738457,South,0.670483493744403
2021,7,2021-07-09,5,172,4369599053,68,14015.48,206.11,3280,10735.48,14015.48,2021-07,4369599053,North,0.7659730526532091
2021,7,2021-07-09,5,166,6401967610,43,4226.9,98.3,1055,3171.8999999999996,4226.9,2021-07,6401967610,South,0.7504081004991838
2023,10,2023-10-11,5,44,4881359590,29,23649.5,815.5,5187,18462.5,23649.5,2023-10,4881359590,East,0.7806718958117508
2023,9,2023-09-10,5,134,7162935997,74,4573.2,61.8,1307,3266.2,4573.2,2023-09,7162935997,North,0.7142044957578938
2021,1,2021-01-18,5,26,7613228718,47,1974.0,42.0,676,1298.0,1974.0,2021-01,7613228718,East,0.6575481256332321
2023,5,2023-05-26,5,229,4640655880,43,14989.8,348.6,5149,9840.8,14989.8,2023-05,4640655880,West,0.6564997531654858
2023,5,2023-05-11,5,265,6298749218,46,27140.0,590.0,8986,18154.0,27140.0,2023-05,6298749218,West,0.6689019896831245
2023,11,2023-11-03,5,181,8586372587,67,54703.49,816.47,13484,41219.49,54703.49,2023-11,8586372587,North,0.7535075001613243
2022,10,2022-10-27,5,128,5962081656,45,40987.8,910.84,11685,29302.800000000003,40987.8,2022-10,5962081656,East,0.714915169879818
2023,6,2023-06-02,5,283,6611757075,39,29163.03,747.77,8199,20964.03,29163.03,2023-06,6611757075,West,0.718856373977601
2021,7,2021-07-01,5,10,40909495,96,15518.4,161.65,4632,10886.4,15518.4,2021-07,40909495,South,0.7015156201670275
2021,10,2021-10-07,5,133,5100388136,78,61539.66,788.97,17603,43936.66,61539.66,2021-10,5100388136,East,0.713956820690917
2022,6,2022-06-18,5,239,9151564511,88,22541.2,256.15,5354,17187.2,22541.2,2022-06,9151564511,West,0.7624793711071283
2021,2,2021-02-28,5,120,7675111397,34,13294.34,391.01,4581,8713.34,13294.34,2021-02,7675111397,East,0.6554172677996801
2023,9,2023-09-07,5,111,9539776716,10,672.1,67.21,149,523.1,672.1,2023-09,9539776716,South,0.7783067995833953
2023,1,2023-01-08,5,61,7228395148,22,8866.88,403.04,3053,5813.879999999999,8866.88,2023-01,7228395148,West,0.6556849760005774
2022,7,2022-07-01,5,78,7005733179,97,54029.0,557.0,16966,37063.0,54029.0,2022-07,7005733179,East,0.6859834533306187
2022,1,2022-01-07,5,211,8718539594,89,49794.61,559.49,10203,39591.61,49794.61,2022-01,8718539594,West,0.7950983048165253
2023,12,2023-12-19,5,99,2804205645,32,27412.16,856.63,6866,20546.16,27412.16,2023-12,2804205645,East,0.7495272171182424
2023,10,2023-10-18,5,156,626471145,92,16314.36,177.33,3445,12869.36,16314.36,2023-10,626471145,South,0.7888363380481981
2021,7,2021-07-18,5,105,7171209190,58,596.82,10.29,149,447.82000000000005,596.82,2021-07,7171209190,North,0.750343487148554
2023,11,2023-11-23,5,167,6464626594,45,25978.5,577.3,8130,17848.5,25978.5,2023-11,6464626594,South,0.6870489058259714
2023,5,2023-05-25,5,160,6263519646,70,24985.1,356.93,6416,18569.1,24985.1,2023-05,6263519646,West,0.7432069513430004
2021,5,2021-05-19,5,217,3505131982,44,14802.92,336.43,4174,10628.92,14802.92,2021-05,3505131982,South,0.7180286051670887
2022,9,2022-09-26,5,222,6421142433,27,471.15,17.45,146,325.15,471.15,2022-09,6421142433,West,0.6901199193462804
2022,8,2022-08-27,5,123,6953050866,4,2693.4,673.35,571,2122.4,2693.4,2022-08,6953050866,South,0.788000297022351
2023,4,2023-04-26,5,134,7518762742,51,47590.14,933.14,12198,35392.14,47590.14,2023-04,7518762742,East,0.7436864022673604
2021,6,2021-06-05,17,169,730230382,95,73871.05,777.59,23820,50051.05,73871.05,2021-06,730230382,North,0.6775462105926476
2021,3,2021-03-02,17,31,2478282811,97,20571.76,212.08,5353,15218.759999999998,20571.76,2021-03,2478282811,South,0.7397889145119328
2023,5,2023-05-18,17,51,9822228921,82,33203.44,404.92,8956,24247.440000000002,33203.44,2023-05,9822228921,North,0.7302689118958758
2023,9,2023-09-22,17,168,525443496,44,22021.12,500.48,4722,17299.12,22021.12,2023-09,525443496,South,0.7855694896535689
2022,10,2022-10-28,17,162,680650767,41,18731.67,456.87,3923,14808.669999999998,18731.67,2022-10,680650767,East,0.7905685931900359
2021,5,2021-05-10,17,224,5847836720,85,35606.5,418.9,8625,26981.5,35606.5,2021-05,5847836720,North,0.7577689466810835
2021,7,2021-07-24,17,198,991125148,65,4400.5,67.7,938,3462.5,4400.5,2021-07,991125148,West,0.7868424042722418
2021,7,2021-07-17,17,261,9617627274,5,2289.4,457.88,561,1728.4,2289.4,2021-07,9617627274,East,0.7549576308203023
2022,12,2022-12-18,17,227,1218685855,31,16983.97,547.87,5295,11688.970000000001,16983.97,2022-12,1218685855,South,0.6882354361200591
2023,10,2023-10-28,17,136,1356213985,64,63605.76,993.84,21218,42387.76,63605.76,2023-10,1356213985,North,0.6664138593737423
2023,7,2023-07-11,17,21,314234032,98,54778.08,558.96,14514,40264.08,54778.08,2023-07,314234032,West,0.7350400014020206
2023,9,2023-09-09,17,99,3801672188,56,47851.44,854.49,12149,35702.44,47851.44,2023-09,3801672188,West,0.7461100439192635
2023,3,2023-03-21,17,128,4887404403,56,54645.92,975.82,17116,37529.92,54645.92,2023-03,4887404403,East,0.6867835695693292
2023,1,2023-01-12,17,81,8889519833,54,7277.58,134.77,1744,5533.58,7277.58,2023-01,8889519833,South,0.7603598998568205
2021,3,2021-03-01,17,241,4969406012,23,21777.78,946.86,6442,15335.779999999999,21777.78,2021-03,4969406012,North,0.7041939077353155
2022,12,2022-12-22,17,245,4738575979,12,1080.84,90.07,239,841.8399999999999,1080.84,2022-12,4738575979,North,0.7788756892787091
2023,11,2023-11-12,17,188,6076531859,84,2142.0,25.5,457,1685.0,2142.0,2023-11,6076531859,West,0.7866479925303455
2023,11,2023-11-11,17,108,8364875598,35,24762.85,707.51,8592,16170.849999999999,24762.85,2023-11,8364875598,West,0.6530286295801977
2021,9,2021-09-25,17,55,8126256522,38,31424.86,826.97,9637,21787.86,31424.86,2021-09,8126256522,North,0.6933319671113889
2023,12,2023-12-23,17,231,580754290,24,7874.4,328.1,2378,5496.4,7874.4,2023-12,580754290,South,0.6980087371736259
2021,2,2021-02-13,17,75,7070219350,49,3693.62,75.38,1011,2682.62,3693.62,2021-02,7070219350,East,0.7262847829500598
2023,5,2023-05-03,17,192,911071247,5,2506.75,501.35,716,1790.75,2506.75,2023-05,911071247,East,0.7143711977660318
2022,10,2022-10-10,17,174,2125633901,35,26643.75,761.25,8981,17662.75,26643.75,2022-10,2125633901,North,0.6629228243021347
2021,12,2021-12-02,17,109,3277421556,54,12999.96,240.74,4027,8972.96,12999.96,2021-12,3277421556,South,0.6902298160917418
2021,11,2021-11-07,17,288,4573591979,38,30504.88,802.76,7259,23245.88,30504.88,2021-11,4573591979,North,0.7620380739081747
2022,3,2022-03-16,17,25,5581710802,27,15815.79,585.77,4905,10910.79,15815.79,2022-03,5581710802,South,0.6898668988397039
2022,8,2022-08-27,17,61,2668035891,71,4392.06,61.86,1104,3288.0600000000004,4392.06,2022-08,2668035891,North,0.7486373136979003
2022,7,2022-07-06,17,118,9960102665,61,35622.78,583.98,11555,24067.78,35622.78,2022-07,9960102665,North,0.6756289093664223
2022,4,2022-04-01,17,286,9097933458,19,13731.11,722.69,3015,10716.11,13731.11,2022-04,9097933458,East,0.7804256174482617
2023,6,2023-06-02,17,120,4991175220,14,13466.88,961.92,2960,10506.88,13466.88,2023-06,4991175220,East,0.780201501758388
2022,10,2022-10-20,10,155,7520832693,11,932.36,84.76,234,698.36,932.36,2022-10,7520832693,East,0.7490239821528165
2023,10,2023-10-16,10,223,1953913894,96,83182.08,866.48,28102,55080.08,83182.08,2023-10,1953913894,East,0.6621628119902748
2021,7,2021-07-21,10,197,6930803850,10,1358.2,135.82,276,1082.2,1358.2,2021-07,6930803850,West,0.7967898689441908
2022,3,2022-03-01,10,158,7702146292,86,54586.78,634.73,18478,36108.78,54586.78,2022-03,7702146292,East,0.6614931307543694
2022,2,2022-02-18,10,90,6055769509,43,10750.86,250.02,3259,7491.860000000001,10750.86,2022-02,6055769509,East,0.6968614603854948
2023,4,2023-04-07,10,259,3327971966,93,76990.98,827.86,18258,58732.979999999996,76990.98,2023-04,3327971966,West,0.7628553370797462
2021,1,2021-01-22,10,64,491455494,78,65638.56,841.52,20988,44650.56,65638.56,2021-01,491455494,East,0.6802489268503148
2023,12,2023-12-03,10,261,5116651832,82,12883.84,157.12,2932,9951.84,12883.84,2023-12,5116651832,West,0.7724280959713874
2022,3,2022-03-05,10,64,2714919446,97,8843.49,91.17,2204,6639.49,8843.49,2022-03,2714919446,North,0.7507771253204334
